symbol,token,exchange
IGPL-EQ,14086,NSE
764MP33-SG,14093,NSE
PTL-EQ,14101,NSE
NETWORK18-EQ,14111,NSE
785TCHFL29-N0,763382,NSE
774NBFID36-N0,763469,NSE
607RJ26-SG,6987,NSE
684RJ31B-SG,6990,NSE
687SK31-SG,6991,NSE
692AP41-SG,6992,NSE
762PY35-SG,14164,NSE
SGBOCT27VI-GB,14252,NSE
12VPT28-N0,763575,NSE
774GJ38-SG,763621,NSE
CIFCL29-N0,763632,NSE
MFL29-N0,763634,NSE
697GS2026-GS,7158,NSE
694WB36-SG,7160,NSE
GOLDETF-EQ,14286,NSE
REDINGTON-EQ,14255,NSE
759MP38-SG,14277,NSE
767NHPCL32-N0,763643,NSE
767NHPCL40-N0,763659,NSE
850HMDA36-N0,763681,NSE
850HMDA37-N0,763683,NSE
LYKALABS-BE,7248,NSE
MEDPLUS-EQ,7254,NSE
70NL31A-SG,7316,NSE
GANESHHOU-EQ,14339,NSE
769WB39-SG,14340,NSE
772MH31-SG,14367,NSE
364D280527-TB,763626,NSE
850HMDA38-N0,763685,NSE
850HMDA42-N0,763689,NSE
850HMDA39-N0,763711,NSE
COROMANDEL-EQ,739,NSE
SETFNN50-EQ,7353,NSE
DATAPATTNS-EQ,7358,NSE
NILASPACES-EQ,7411,NSE
771GJ33-SG,14374,NSE
UTIDGR36P1-MF,14394,NSE
GOLDBEES-EQ,14428,NSE
769TN33-SG,763735,NSE
774TN36-SG,763737,NSE
CSM-EQ,763753,NSE
765TS49-SG,763778,NSE
PHLSRG-SF,751272,NSE
762UK35-SG,753748,NSE
PHLSDDI-SF,751512,NSE
THEMISMED-EQ,14485,NSE
ABSLLIQUID-EQ,14518,NSE
765RJ53-SG,763779,NSE
91D011026-TB,763781,NSE
780NIIF31-N0,763817,NSE
TEJA-SM,763825,NSE
778HP44-SG,755721,NSE
712KA34-SG,7539,NSE
714JK36-SG,7543,NSE
766AS36-SG,753759,NSE
739NHAI31A-ND,14522,NSE
772AS33-SG,14539,NSE
DISHTV-EQ,14537,NSE
761MP44-SG,764039,NSE
764MN40-SG,764040,NSE
LASERPOWER-EQ,764126,NSE
77UK48-SG,764249,NSE
81ABCL33-N4,755943,NSE
8016ABCL29-NB,755950,NSE
8034ABCL34-NE,755953,NSE
81ABCL29-NI,755957,NSE
PHOENIXLTD-EQ,14552,NSE
774UP37-SG,14554,NSE
MCON-SM,14574,NSE
SRHHYPOLTD-EQ,14582,NSE
18PVL29A-N0,756037,NSE
WAAREERTL-EQ,756038,NSE
67RJ35-SG,756091,NSE
INDOMIM-EQ,764301,NSE
768AP51-SG,764326,NSE
129DCCL28-N0,764376,NSE
VELS-ST,14595,NSE
HILTON-BE,14631,NSE
772GJ34-SG,14643,NSE
GUJAPOLLO-EQ,14677,NSE
DABUR-EQ,772,NSE
770SHFL27-N0,756171,NSE
NPST-EQ,756324,NSE
668RJ35-SG,756788,NSE
JNPR-EQ,764408,NSE
182D040227-TB,764426,NSE
ANAWIL-ST,764449,NSE
HGS-EQ,14712,NSE
DLF-EQ,14732,NSE
HFMPM23RND-MF,14737,NSE
654UP30-SG,779,NSE
723WB32-SG,7857,NSE
725UK32-SG,7907,NSE
KEEPLEARN-EQ,778,NSE
684KL47-SG,756815,NSE
667AP32-SG,756854,NSE
678KL40-SG,756866,NSE
SENSEXAXIS-EQ,14742,NSE
011NSETEST-EQ,14747,NSE
MAHLIFE-EQ,8050,NSE
KTKBANK-EQ,8054,NSE
737AP38-SG,8122,NSE
686NHPCL39-N0,756921,NSE
925PFL30-N0,756952,NSE
680NHB32-N0,756996,NSE
031NSETEST-EQ,14753,NSE
071NSETEST-EQ,14764,NSE
ADSL-EQ,14813,NSE
ARUNAYA-ST,756899,NSE
734MN32-SG,8140,NSE
685AS29-SG,8186,NSE
713AP41-SG,8194,NSE
CRISIL-EQ,757,NSE
AONENIFTY-EQ,757096,NSE
MOMGF-EQ,757099,NSE
671TN35A-SG,757111,NSE
BANKA-EQ,822,NSE
MADHAVBAUG-ST,8262,NSE
699PY29-SG,8284,NSE
775CG31-SG,14816,NSE
797PN38-SG,14836,NSE
789WB40-SG,14844,NSE
784RJ41-SG,14845,NSE
683MN40-SG,757115,NSE
708TML28-N0,757123,NSE
930APMD34-N0,757174,NSE
930APMD35-N0,757176,NSE
PRITI-BE,8310,NSE
713TS34-SG,8333,NSE
725HR32-SG,8355,NSE
BLUECOAST-BE,8552,NSE
777MP47-SG,14850,NSE
776KL58-SG,14861,NSE
AKI-EQ,14890,NSE
TAKE-EQ,14917,NSE
708JCL28-N0,757345,NSE
682AP36-SG,757384,NSE
678AP37-SG,757385,NSE
655AP33-SG,864,NSE
HITECHGEAR-BE,8568,NSE
726HR32-SG,8575,NSE
NLCINDIA-EQ,8585,NSE
MOTILALOFS-EQ,14947,NSE
MAANALU-EQ,15017,NSE
667RJ30-SG,87,NSE
PROPEQUITY-SM,8735,NSE
H1876D46RQ-MF,8777,NSE
UMIYA-MRO-EQ,8998,NSE
UFO-EQ,9039,NSE
692WB45-SG,757395,NSE
640TN32-SG,757398,NSE
74242ABC30-N0,757417,NSE
666TN35-SG,757430,NSE
668UP30-SG,92,NSE
STLTECH-BE,9313,NSE
MOS-ST,15057,NSE
ENERGYDEV-EQ,15049,NSE
776AP32-SG,9438,NSE
RELCHEMQ-EQ,9652,NSE
708TS57-SG,757442,NSE
SCL01825-N6,757462,NSE
902SCL2030-NG,757472,NSE
920SCL32-NK,757476,NSE
64MH30-SG,973,NSE
EMUDHRA-EQ,9756,NSE
79AP33-SG,9785,NSE
TIL-BE,9802,NSE
INDIACEM-EQ,1515,NSE
RHL-EQ,15157,NSE
660RECL27-N0,757577,NSE
ARIS-EQ,757614,NSE
SMARTEN-ST,757622,NSE
778AIFL30-N0,757639,NSE
EPL-EQ,981,NSE
RILINFRA-SM,9854,NSE
794TN32-SG,9869,NSE
769GS2043-GS,9888,NSE
760ABCL35-N0,757723,NSE
715HR40-SG,757752,NSE
SUNTECH-ST,757766,NSE
DVL-EQ,15214,NSE
AMBIKCO-EQ,15234,NSE
728HP47-SG,757830,NSE
715RJ53-SG,757833,NSE
9AEL30-NE,757874,NSE
652PY30-SG,994,NSE
785RJ39-SG,9952,NSE
829PFL29-N6,9975,NSE
741AP30-SG,15262,NSE
745RJ33-SG,15309,NSE
747PN43-SG,15319,NSE
747WB43-SG,15320,NSE
719JCL28-N0,757898,NSE
719PN49-SG,757914,NSE
713MH48-SG,757935,NSE
628GS2032-GS,757994,NSE
CUDML-ST,758156,NSE
8IHFL27-N0,758163,NSE
719TS44-SG,758194,NSE
684JK31A-SG,758202,NSE
810TOPO29-N0,758238,NSE
670RECL29-N0,758296,NSE
GMMPFAUDLR-EQ,1570,NSE
RAIN-EQ,15337,NSE
739HR31-SG,15500,NSE
KRT-RR,758431,NSE
757LICH29A-N0,758471,NSE
KALPATARU-EQ,758558,NSE
67MH28-SG,158,NSE
INFY-EQ,1594,NSE
732TS48-SG,15783,NSE
744TN55-SG,758582,NSE
749KL56-SG,758586,NSE
754TS53-SG,758666,NSE
MANUFGBEES-EQ,758667,NSE
MGEL-BE,1598,NSE
734RJ33-SG,16062,NSE
729KL49-SG,16092,NSE
813AIFL32-N0,758695,NSE
LTGILTCASE-EQ,758705,NSE
757RJ43-SG,758723,NSE
775WB47-SG,758727,NSE
FAIRCHEMOR-BE,1619,NSE
IOC-EQ,1624,NSE
738AP35-SG,16244,NSE
732TN53-SG,16274,NSE
714TN35-SG,758816,NSE
699TN32-SG,758831,NSE
KAYTEX-SM,758868,NSE
773AIFL26-N0,758874,NSE
737AP33-SG,16290,NSE
735RJ43-SG,16374,NSE
MMP-EQ,16395,NSE
AONEGOLD-EQ,758904,NSE
772TS57-SG,758920,NSE
774KL60-SG,758921,NSE
763AS35-SG,758931,NSE
674GA30-SG,165,NSE
657HP30A-SG,1647,NSE
726HP29-SG,16638,NSE
729CG30-SG,16640,NSE
SML100CASE-EQ,758955,NSE
742WB36-SG,759030,NSE
714NL30-SG,759166,NSE
729HP31-SG,16641,NSE
732HR33-SG,16648,NSE
ALMONDZ-EQ,16719,NSE
734MH31-SG,16782,NSE
734HR31-SG,16784,NSE
KOKUYOCMLN-EQ,16827,NSE
739GA35-SG,759184,NSE
748MZ36-SG,759186,NSE
TATACAP-EQ,759265,NSE
70826LTF28-N0,759287,NSE
761ABCL35A-N0,759300,NSE
744TS56-SG,759338,NSE
TOUCHWOOD-EQ,16908,NSE
JOCIL-BE,16931,NSE
745PN34-SG,16981,NSE
PACEDIGITK-EQ,759342,NSE
706GJ33-SG,759385,NSE
SHEEL-ST,759410,NSE
ELIQUID-EQ,759466,NSE
747GA38-SG,16982,NSE
742TN43-SG,16992,NSE
739TN53-SG,17003,NSE
975CCSP28-N0,759474,NSE
MIDWESTLTD-EQ,759517,NSE
PIRAMALFIN-EQ,759551,NSE
URAVIDEF-BE,17081,NSE
985CCSP28-N0,759592,NSE
EMMVEE-EQ,759728,NSE
725MH37-SG,759740,NSE
ITADD-EQ,17207,NSE
ARMANFIN-EQ,17263,NSE
746JK45-SG,759745,NSE
ENERGY-EQ,759780,NSE
765TMCV27-N0,759787,NSE
DRONE-SM,17372,NSE
SETF10GILT-EQ,17395,NSE
SERVICE-SM,17399,NSE
684GJ31B-SG,759852,NSE
75TS51-SG,759861,NSE
TENNIND-EQ,759880,NSE
665TS40-SG,1742,NSE
NHPC-EQ,17400,NSE
NETWEB-EQ,17433,NSE
736KL41-SG,17459,NSE
725MPL29-N0,759901,NSE
74GJ36-SG,759915,NSE
MAHASTEEL-BE,17531,NSE
LIQUID-EQ,17572,NSE
714SECIL35-N0,759949,NSE
708PFCL35-N0,759981,NSE
674SIDBI29-N0,759983,NSE
KSR-EQ,759987,NSE
AONETMMQ50-EQ,759992,NSE
741HR40-SG,760019,NSE
MAHEPC-EQ,17603,NSE
PSUBANKADD-EQ,17616,NSE
745AS33A-SG,17642,NSE
744MP38-SG,760070,NSE
759AP44-SG,760085,NSE
752TN55-SG,760090,NSE
739TPL28-N0,760131,NSE
749RJ34-SG,17652,NSE
SOMICONVEY-EQ,17794,NSE
769AP42A-SG,760148,NSE
730SPRL27-N0,760157,NSE
735SPRL28-N0,760159,NSE
MANILAM-SM,760174,NSE
747AP32-SG,17852,NSE
AEQUS-EQ,760234,NSE
727GJ34-SG,760339,NSE
PGIMCSA1G-MF,17985,NSE
SANGANI-SM,18035,NSE
NEPHROPLUS-EQ,760346,NSE
915APSBC32-N0,760374,NSE
915APSBC35-N0,760380,NSE
KAJARIACER-EQ,1808,NSE
BPF01MDR-MF,18171,NSE
BPF01QDR-MF,18173,NSE
ICICIAMC-EQ,760407,NSE
TOP20-EQ,760415,NSE
659RJ31-SG,1836,NSE
FICRFD3GPD-MF,18181,NSE
FISTIPD3MD-MF,18199,NSE
895PAPL28-N0,760465,NSE
754MP46-SG,760476,NSE
DHARARAIL-ST,760492,NSE
732KA33-SG,760506,NSE
716KA31-SG,760560,NSE
769WB49-SG,760608,NSE
715KA31-SG,760615,NSE
747GJ36-SG,760630,NSE
KARURVYSYA-EQ,1838,NSE
FISTIPIP3G-MF,18388,NSE
TCPLPACK-EQ,184,NSE
RBLBANK-EQ,18391,NSE
747GA33-SG,18403,NSE
744MN35-SG,18406,NSE
759UK38-SG,760635,NSE
7EHLS346-N0,760652,NSE
764WB42A-SG,760677,NSE
761HR43-SG,760678,NSE
KCP-EQ,1841,NSE
744HR35-SG,18407,NSE
744TS39A-SG,18410,NSE
ASIANHOTNR-EQ,18422,NSE
761TS52-SG,760682,NSE
VICTORYEV-ST,760694,NSE
NEXT50ETF-EQ,760709,NSE
767WB44A-SG,760755,NSE
719GS2060-GS,18474,NSE
CAGL28-NE,18498,NSE
CUPID-EQ,18520,NSE
758TS48-SG,760757,NSE
749OR36-SG,760774,NSE
763MP48-SG,760788,NSE
772JK43A-SG,760794,NSE
66UK31-SG,1854,NSE
746MP39-SG,18536,NSE
746TS42-SG,18537,NSE
746AP41-SG,18539,NSE
745SDIP36-N0,760797,NSE
717GJ32-SG,760841,NSE
CKKRETAIL-SM,760854,NSE
703GJ32-SG,760878,NSE
74GJ36A-SG,760885,NSE
722SIDBI29-N0,760903,NSE
719KA32A-SG,760906,NSE
RRKABEL-EQ,18566,NSE
KIRLOSBROS-EQ,18581,NSE
879SCL26-NC,18632,NSE
SCLZC26A-NF,18638,NSE
KNAGRI-EQ,760923,NSE
ICICIPRULI-EQ,18652,NSE
747CG30-SG,18689,NSE
JETKNIT-ST,18700,NSE
MASKINVEST-EQ,18727,NSE
780TS42-SG,760919,NSE
BIOPOL-SM,760942,NSE
KWIL-EQ,760946,NSE
CARYSIL-EQ,1879,NSE
MARCO-SM,18773,NSE
HIGREEN-SM,18794,NSE
TARAPUR-EQ,18827,NSE
1225DCCL27-N0,760956,NSE
925ISF29-N0,760991,NSE
772MP45-SG,761017,NSE
712TN32-SG,761019,NSE
597CG27-SG,1887,NSE
GICL-EQ,761025,NSE
NIRAJISPAT-EQ,18840,NSE
925SCL28C-BS,18859,NSE
CEINSYS-EQ,761037,NSE
805NMC34-N6,761080,NSE
STRIDERS-SM,761091,NSE
SJVN-EQ,18883,NSE
888SCL25E-N4,18906,NSE
743TN53A-SG,18922,NSE
INA-EQ,761099,NSE
920SCL36-N0,761110,NSE
SOCL-SM,761202,NSE
EPWINDIA-ST,761217,NSE
756NIIF31-N0,761301,NSE
815CHLI36-N0,761305,NSE
753SK36A-SG,761324,NSE
663AP37-SG,1905,NSE
SUNDARAM-EQ,18931,NSE
759MN35-SG,18991,NSE
775AR46-SG,761378,NSE
77WB48-SG,761380,NSE
RSL-EQ,761439,NSE
749RJ36-SG,761459,NSE
ITBEES-EQ,19084,NSE
KIOCL-EQ,19126,NSE
MAL-SM,19134,NSE
757UP38-SG,761474,NSE
779WB51-SG,761535,NSE
738NL31-SG,761550,NSE
753HR33-SG,19179,NSE
SENSEXETF-EQ,19224,NSE
AARTISURF-EQ,19233,NSE
ARVIND-EQ,193,NSE
758TN35-SG,761559,NSE
787SK36-SG,761560,NSE
768KL36-SG,761562,NSE
788MN39-SG,761570,NSE
KREBSBIO-EQ,1937,NSE
PROLIFE-SM,19352,NSE
CANARYS-SM,19368,NSE
BOROLTD-EQ,19401,NSE
115VCCL31-N0,761599,NSE
807AP51-SG,761658,NSE
807TS56-SG,761659,NSE
77GA33-SG,19481,NSE
769UP35A-SG,19485,NSE
PLADAINFO-SM,19492,NSE
182D081026-TB,761686,NSE
782MP40-SG,761718,NSE
AAFS31A-N0,761725,NSE
PHFL29-N0,761733,NSE
662TS41-SG,1959,NSE
762HP43-SG,19519,NSE
765TN33A-SG,19524,NSE
809MP50-SG,761751,NSE
799RJ41-SG,761761,NSE
87HMDA39-N0,761809,NSE
888CIFCL33-N0,761992,NSE
990SCL26-N7,19760,NSE
902SCL26-N8,19763,NSE
SCL26-NA,19770,NSE
BATLIBOI-EQ,762568,NSE
980SCL33C-ND,19776,NSE
TRANSTEEL-SM,19801,NSE
RMC-EQ,762346,NSE
775RJ36-SG,19903,NSE
759RJ46-SG,19906,NSE
77GA33A-SG,19910,NSE
BTTL-BE,762621,NSE
GNRL-EQ,762690,NSE
INVPRECQ-BE,762725,NSE
888IRFC29-NE,1999,NSE
851HUDCO28-NB,19964,NSE
858HUDCO29-NC,19966,NSE
71JK30-SG,20018,NSE
KIRANVYPAR-EQ,762742,NSE
MAFATIND-EQ,762772,NSE
MCCHRLS-B-EQ,762782,NSE
AHLADA-EQ,2004,NSE
711HP30-SG,20040,NSE
TASTYBITE-EQ,20092,NSE
NEAGI-EQ,762812,NSE
SCANSTL-BE,762887,NSE
SURYALA-EQ,762924,NSE
718BR30-SG,20109,NSE
GREENPOWER-EQ,20110,NSE
RAMKY-EQ,20134,NSE
ROXHITECH-SM,20167,NSE
ZSARACOM-EQ,762985,NSE
779AP42-SG,763076,NSE
7616ABHF29-N0,763147,NSE
CITIUSINVT-IV,763149,NSE
663HP33-SG,2023,NSE
765GA33-SG,20238,NSE
769BR35-SG,763194,NSE
708UK29-SG,763201,NSE
10MWL29-N0,763206,NSE
773TN36-SG,763284,NSE
767NL33B-SG,20243,NSE
IREDA-EQ,20261,NSE
745GJ30-SG,20277,NSE
182D051126-TB,763288,NSE
364D060527-TB,763289,NSE
797TACA31-N0,763361,NSE
775HR35A-SG,20353,NSE
704GJ30-SG,20359,NSE
764RJ49-SG,20366,NSE
COALINDIA-EQ,20374,NSE
777ML36-SG,763370,NSE
771GS2066-GS,763489,NSE
1175IFL28A-N0,763510,NSE
72AP30-SG,20574,NSE
787RJ41-SG,763524,NSE
TACA29-N0,763534,NSE
SBISMLETF-EQ,763543,NSE
SBIVALETF-EQ,763546,NSE
860CIFCL28-NG,20443,NSE
DOMS-EQ,20551,NSE
ASHIMASYN-EQ,206,NSE
658GA30-SG,20598,NSE
SHREEOSFM-SM,20603,NSE
SUPERHOUSE-EQ,20616,NSE
PVTBKGROWW-EQ,763572,NSE
BMLL-SM,763598,NSE
884LTF29-N6,20648,NSE
885LTF27-NE,20671,NSE
763ML32-SG,20731,NSE
762UP34-SG,20735,NSE
182D271126-TB,763625,NSE
767NHPCL34-N0,763647,NSE
850HMDA33-N0,763693,NSE
91D030926-TB,763740,NSE
765HP35-SG,20738,NSE
RPPINFRA-EQ,20760,NSE
JAMNAAUTO-EQ,20778,NSE
1050ISFL28-N5,20784,NSE
762PN39-SG,763776,NSE
765TS55A-SG,763780,NSE
182D311226-TB,763782,NSE
716NBRD29-N0,763837,NSE
SUMEETINDS-EQ,20790,NSE
SURAJEST-EQ,20822,NSE
716KA30-SG,20845,NSE
768IREDA33-N8,20848,NSE
714UP32-SG,764042,NSE
PSIFHLSDG-SF,764210,NSE
756AS36-SG,764242,NSE
SIHF29B-N0,764279,NSE
688RJ46-SG,2089,NSE
696HR40-SG,20860,NSE
A2ZINFRA-EQ,20906,NSE
722GA29-SG,20916,NSE
724AS30-SG,20917,NSE
654GA30-SG,20921,NSE
767UP33-SG,20938,NSE
PSB-EQ,21001,NSE
SCLZC26G-YA,21008,NSE
648AP32-SG,21039,NSE
73HP30-SG,21051,NSE
688AP35-SG,21054,NSE
743GJ27-SG,21133,NSE
779PN38-SG,21166,NSE
77AP43A-SG,21168,NSE
875TCAPS29-NB,21227,NSE
885TCAPS29-NC,21229,NSE
657AP30-SG,21235,NSE
694UP31-SG,2140,NSE
771KA38-SG,21283,NSE
765PGCIL34-N0,21315,NSE
66GA30-SG,21389,NSE
651KA31-SG,21419,NSE
MOM100-EQ,21423,NSE
768AS31-SG,21496,NSE
764GJ33-SG,21500,NSE
767CG33-SG,21502,NSE
768KA39-SG,21513,NSE
7505SDIL31-N0,764306,NSE
768RJ44-SG,764327,NSE
805JCL31-N0,764383,NSE
MOOILGAS-EQ,764405,NSE
764OR40-SG,764422,NSE
MIDBANKADD-EQ,764428,NSE
850IIFL27-NA,7662,NSE
843IHFL29-NC,7668,NSE
714PN32-SG,7708,NSE
719PN37-SG,7714,NSE
722AP42-SG,7715,NSE
714RJ32-SG,7819,NSE
733KA37-SG,7858,NSE
645RJ27A-SG,7894,NSE
AVANTIFEED-EQ,7936,NSE
BSHSL-BE,812,NSE
AJANTPHARM-EQ,8124,NSE
732AS32-SG,8138,NSE
SPENCERS-EQ,8163,NSE
MANYAVAR-EQ,8167,NSE
709RJ32-SG,8191,NSE
713KA38-SG,8301,NSE
SGBJAN27-GB,8308,NSE
651HP30-SG,840,NSE
715GA32-SG,8326,NSE
717WB32-SG,8332,NSE
728JH37-SG,8360,NSE
64GJ30A-SG,846,NSE
SMVD-SM,847,NSE
VIPULLTD-BE,8437,NSE
TVSMOTOR-EQ,8479,NSE
739JK37-SG,8496,NSE
724RJ32B-SG,8574,NSE
74TN42-SG,8590,NSE
AKSHOPTFBR-BE,8595,NSE
713RJ29-SG,8680,NSE
733AS32-SG,8688,NSE
734UK32-SG,8689,NSE
734UP32-SG,8693,NSE
677AP38-SG,876,NSE
739TN42-SG,8719,NSE
H1876D46DG-MF,8773,NSE
KHAICHEM-EQ,896,NSE
IVP-BE,8857,NSE
MINDPOOL-SM,8900,NSE
ROTO-EQ,9049,NSE
INDOAMIN-BE,9120,NSE
ARROWGREEN-BE,9264,NSE
RAINBOW-EQ,9408,NSE
763MH30-SG,9437,NSE
MAHESHWARI-BE,9577,NSE
754GS2036-GS,9585,NSE
772JK32-SG,9717,NSE
GSTL-SM,9764,NSE
79AP34-SG,9797,NSE
HAVELLS-EQ,9819,NSE
646GJ30-SG,982,NSE
807AP36-SG,9830,NSE
804AP41-SG,9871,NSE
659UP30-SG,997,NSE
ALANKIT-EQ,9921,NSE
786MZ32-SG,9922,NSE
784TN52-SG,9953,NSE
0ABCL31-N0,763751,NSE
364D010727-TB,763783,NSE
LDL30-N0,763791,NSE
764CG42-SG,764033,NSE
756HP39-SG,764034,NSE
707WB31-SG,764044,NSE
RIR-EQ,764121,NSE
751AP36-SG,764147,NSE
759TN41-SG,764150,NSE
PVTBANK-EQ,764195,NSE
766BR41-SG,764243,NSE
77OR44-SG,764248,NSE
706GS2041-GS,764295,NSE
11RCPL28-N0,764331,NSE
HDFCNIMEG-EQ,764336,NSE
910TIAPL33-N0,764343,NSE
904NACL28-N0,764362,NSE
INSUREIETF-EQ,764364,NSE
MOMETAL-EQ,764402,NSE
694OR30-SG,764419,NSE
762TN41-SG,764423,NSE
91D051126-TB,764425,NSE
820IIFL27-N9,7648,NSE
MONARCH-EQ,7679,NSE
10CHI36-N0,764431,NSE
731KA35-SG,7816,NSE
729KA34-SG,7823,NSE
69PY28-SG,7893,NSE
ZYDUSLIFE-EQ,7929,NSE
BYKE-BE,7930,NSE
SILVERIETF-EQ,7942,NSE
SILVERBEES-EQ,8080,NSE
OILCOUNTUB-BE,8109,NSE
699MH29-SG,8128,NSE
BLBLIMITED-EQ,8132,NSE
704TN30A-SG,8134,NSE
SAGARDEEP-EQ,8175,NSE
712PN37-SG,8197,NSE
702TN30-SG,8287,NSE
71TN32-SG,8292,NSE
713BR32-SG,8298,NSE
712GJ32-SG,8324,NSE
714TN32-SG,8325,NSE
725GJ32-SG,8354,NSE
717KL32-SG,8329,NSE
713HR42-SG,8336,NSE
HFCL-EQ,21951,NSE
80NL30-SG,21995,NSE
703NL30-SG,21997,NSE
722AP28-SG,22031,NSE
748AP38-SG,8363,NSE
733TN52A-SG,8371,NSE
733TN57-SG,8372,NSE
SGBMAR30X-GB,8401,NSE
704RJ30-SG,22048,NSE
654RJ30-SG,22059,NSE
728UP29-SG,22098,NSE
691UP30-SG,22100,NSE
H1861D46DG-MF,8445,NSE
MITCON-BE,8475,NSE
719TN32-SG,8491,NSE
746WB40-SG,8499,NSE
775TN30-SG,22104,NSE
733TN54-SG,22115,NSE
694TN50-SG,22126,NSE
MID150BEES-EQ,8506,NSE
SURANI-SM,8513,NSE
742KL34-SG,8579,NSE
LOWVOL1-EQ,8632,NSE
633TN30-SG,22135,NSE
649TN50-SG,22136,NSE
717TR30-SG,22140,NSE
726WB34-SG,22146,NSE
676PN40-SG,877,NSE
731KL32-SG,8686,NSE
744AP42-SG,8721,NSE
SGBFEB27-GB,8766,NSE
698WB35-SG,22149,NSE
714SK30-SG,22154,NSE
718CG27-SG,22161,NSE
704UK30-SG,22170,NSE
H1876D46DD-MF,8770,NSE
VERANDA-EQ,8890,NSE
654WB35-SG,22173,NSE
664TS50-SG,22183,NSE
799TS35-SG,22204,NSE
722AP31-SG,22215,NSE
EQUITASBNK-EQ,913,NSE
ANUP-EQ,9014,NSE
748PN42-SG,9099,NSE
718UP30A-SG,22221,NSE
EBBETF0431-EQ,22239,NSE
644UP30-SG,22262,NSE
636HP28-SG,22267,NSE
ELECTCAST-EQ,928,NSE
843SCL27-YS,9273,NSE
889SCL27-YT,9277,NSE
IL&FSENGG-BZ,9380,NSE
62RJ27-SG,22272,NSE
655AP35-SG,22294,NSE
645MN30-SG,22301,NSE
648KA30-SG,22335,NSE
PGHL-EQ,940,NSE
IL&FSTRANS-BZ,9381,NSE
778AP41-SG,9450,NSE
646RJ30-SG,22340,NSE
MCL-EQ,22360,NSE
68GS2060-GS,22438,NSE
676MP33-SG,95,NSE
763AP30-SG,9531,NSE
762GS2039-GS,9538,NSE
703RJ36-SG,2248,NSE
BANKBETA-EQ,22440,NSE
763MH35-SG,22500,NSE
766HR36-SG,22501,NSE
KHANDSE-EQ,9641,NSE
772MN32-SG,9718,NSE
769PN36-SG,22503,NSE
DELAPLEX-SM,22527,NSE
DHTL-SM,22533,NSE
643AP30-SG,976,NSE
648MZ30-SG,988,NSE
ETHOSLTD-EQ,9750,NSE
789MH32-SG,9822,NSE
PFS-EQ,22602,NSE
752AS34-SG,22612,NSE
749HR36-SG,22616,NSE
748MP41-SG,22623,NSE
ONEPOINT-EQ,9939,NSE
708UP31-SG,2264,NSE
705WB31-SG,2265,NSE
707AS31-SG,2266,NSE
AAFS27A-N0,22654,NSE
744TS46-SG,22706,NSE
799TCL29-NE,22684,NSE
ALPEXSOLAR-SM,22688,NSE
IRISDOREME-EQ,2275,NSE
746JK49-SG,22707,NSE
748IRFC34A-NQ,22735,NSE
744MP40-SG,22756,NSE
MRF-EQ,2277,NSE
850NIRMA27-N7,22811,NSE
ALPHA27-N1,22856,NSE
743BR39-SG,22870,NSE
755DDL39-N0,22944,NSE
83044SMF29-N3,23009,NSE
1119NFL27-ND,23125,NSE
SCILAL-EQ,23127,NSE
824LTF27-NQ,23153,NSE
747CG33-SG,23192,NSE
746RJ34-SG,23194,NSE
75SK34-SG,23200,NSE
745HR35B-SG,23202,NSE
75MN36-SG,23204,NSE
742TS41-SG,23210,NSE
780BFL27-N0,23240,NSE
768SIDBI27-N3,23252,NSE
762NABAR29-N3,23254,NSE
990SCL27-YT,23293,NSE
752WB39-SG,23328,NSE
751UP40-SG,23329,NSE
748MH42-SG,23331,NSE
75MH44-SG,23332,NSE
749HR35-SG,23348,NSE
749CG35-SG,23349,NSE
MUTF27-NL,23363,NSE
746ML34-SG,23426,NSE
746AP41B-SG,23431,NSE
171NSETEST-EQ,23446,NSE
RUBYMILLS-BE,10123,NSE
GOLDSTAR-SM,1,NSE
94SFL28-YL,1001,NSE
757GS2033-GS,10046,NSE
SINCLAIR-EQ,23480,NSE
745MH38A-SG,23536,NSE
AIIL-EQ,23553,NSE
795SHFL34-N2,23563,NSE
ORICONENT-EQ,10159,NSE
786HR32-SG,10202,NSE
793TS35-SG,10207,NSE
795AP40-SG,10216,NSE
1035CCSP27-N3,23604,NSE
754PN32-SG,23630,NSE
749TN44-SG,23640,NSE
749AP44-SG,23641,NSE
747KL50-SG,23643,NSE
789SDIL29-N1,23656,NSE
903MFL29-NN,23665,NSE
935MOFSL29-N5,23708,NSE
RAMASTEEL-BE,10304,NSE
783MN32-SG,10368,NSE
AADHARHFC-EQ,23729,NSE
EMMIL-SM,23745,NSE
744TS41-SG,23756,NSE
741JK49-SG,23760,NSE
SATIN-EQ,10453,NSE
NAVNETEDUL-EQ,2385,NSE
782RJ44-SG,10525,NSE
743HP28-SG,10559,NSE
SHREEPUSHK-EQ,10588,NSE
770NABAR27-N4,23797,NSE
BSLGOLDETF-EQ,23804,NSE
737RJ39-SG,23879,NSE
TEAMGTY-EQ,10717,NSE
INDIAMART-EQ,10726,NSE
722AP37-SG,2395,NSE
758RECL29-NQ,23894,NSE
743TS43-SG,24011,NSE
748PN35-SG,24007,NSE
UTFIAIPRRI-MF,24061,NSE
744IRF34-N0,24065,NSE
805TCHFL29-NG,24089,NSE
OAL-EQ,10768,NSE
AHIMSA-ST,10770,NSE
NUCLEUS-EQ,10791,NSE
743AP44-SG,24012,NSE
761HR32-SG,10853,NSE
